mean_all,mean_bzn,mean_zcd,slope_all,slope_bzn,slope_zcd,ENCODED_MCT,attribute
0.6008782492772672,0.0,1.1216386268035172,0.017653430993885773,0.0,0.012848483623865144,04393D7C92,RC_M1_SAA
-0.27928388228664874,0.0,0.512569891633583,-0.0003029498616955762,0.0,-0.0017198707247801552,04393D7C92,RC_M1_AV_NP_AT
0.39265665609580463,0.0,0.5472215546731402,-0.00413789480376932,0.0,-0.011598553899407773,04393D7C92,RC_M1_UE_CUS_CN
0.44774988743401306,0.0,0.5768829157579998,0.008029779665792443,0.0,0.004777418942794677,04393D7C92,RC_M1_TO_UE_CT
-0.5950360299939875,0.0,-0.8178879944844031,-0.008283346758220707,0.0,-0.002864153645481994,04393D7C92,M1_SME_RY_SAA_RAT
0.5116683974514478,0.0,1.055613915492644,0.028382504667968923,0.0,0.023452273999226128,04393D7C92,M12_SME_RY_SAA_PCE_RT
-0.5689323478805314,0.0,-0.7630821872291823,0.0010687190609548897,0.0,0.006158694420377105,04393D7C92,M1_SME_RY_CNT_RAT
-1.0532461841051626,0.0,-0.9473950707782038,-0.0005324410682246847,0.0,-0.0009757468706395432,04393D7C92,M12_SME_BZN_SAA_PCE_RT
0.15402237197018923,0.0,0.09200930126605185,-0.0003239310159256801,0.0,0.0006248555188449669,04393D7C92,M12_MAL_1020_RAT
0.15402660372125795,0.0,0.0920078995808782,-0.000325839309874049,0.0,0.0006214338295239507,04393D7C92,M12_MAL_30_RAT
0.1540167843092123,0.0,0.0919946777727777,-0.0003253944647414427,0.0,0.0006223821670934992,04393D7C92,M12_MAL_40_RAT
0.15403089243101395,0.0,0.09201346853450361,-0.00032522135402276477,0.0,0.000622108404831589,04393D7C92,M12_MAL_50_RAT
0.15399484780708464,0.0,0.09196778284258965,-0.0003239645183814425,0.0,0.0006245357501678657,04393D7C92,M12_MAL_60_RAT
0.15403003053254102,0.0,0.09207308314992413,-0.00032275124709643394,0.0,0.0006261423705526314,04393D7C92,M12_FME_1020_RAT
0.154042517508189,0.0,0.09208883593158239,-0.0003242366671437071,0.0,0.0006237907178066452,04393D7C92,M12_FME_30_RAT
0.15403247040935789,0.0,0.09205792949023878,-0.00032448919413488456,0.0,0.000623464229421891,04393D7C92,M12_FME_40_RAT
0.1540528873935484,0.0,0.09208752509408565,-0.000323687565821388,0.0,0.000624265943644865,04393D7C92,M12_FME_50_RAT
0.15401032895154093,0.0,0.0920257633524646,-0.00032318894690114877,0.0,0.0006253996495541907,04393D7C92,M12_FME_60_RAT
0.1392816266044792,0.0,0.08898876780343884,-0.0005398013907383263,0.0,0.0003714573597160344,04393D7C92,MCT_UE_CLN_REU_RAT
0.13925451440074108,0.0,0.08889479579177646,-0.000543942024784754,0.0,0.00036472416955966777,04393D7C92,MCT_UE_CLN_NEW_RAT
0.3027284558226582,0.0,0.17791382661168398,0.0017837547109620705,0.0,0.0035545268157881945,04393D7C92,RC_M1_SHC_RSD_UE_CLN_RAT
0.30260009703465746,0.0,0.17769897774503432,0.001783414715316486,0.0,0.0035570727930547014,04393D7C92,RC_M1_SHC_WP_UE_CLN_RAT
0.30252172338250866,0.0,0.177572524591863,0.0017830032041596887,0.0,0.0035587121893377554,04393D7C92,RC_M1_SHC_FLP_UE_CLN_RAT
0.5155518845049454,0.49454893731429617,0.5816539549013041,0.04425577677092069,0.040325107329370724,0.04826334185853377,0507C6C859,RC_M1_SAA
0.25667725412781234,0.16584609960965388,-0.23922779253977852,0.017848035921350886,0.010547877738849088,-0.01856802695342895,0507C6C859,RC_M1_AV_NP_AT
0.23673463436882958,0.2977762157690787,0.5785491092634275,0.029146367210261002,0.03186152819894183,0.05234136839292116,0507C6C859,RC_M1_UE_CUS_CN
0.23394546858435186,0.3089081636448971,0.5890258366938862,0.02907710491455116,0.03213985996096302,0.053162823279488666,0507C6C859,RC_M1_TO_UE_CT
-0.4629513354696814,-0.5020432861545171,-0.4612355342492736,-0.036733639502436286,-0.04072468085883186,-0.03566048394235532,0507C6C859,M1_SME_RY_SAA_RAT
0.7319078243364072,0.7401490680045545,0.5372119024481172,0.030199152179626713,0.02810335041827504,0.013796874070297779,0507C6C859,M12_SME_RY_SAA_PCE_RT
-0.3249049716196925,-0.4203511516138588,-0.30317041756757285,-0.02883533377452852,-0.03756157870168851,-0.02634974573053329,0507C6C859,M1_SME_RY_CNT_RAT
1.0846853629112507,0.6747099868842846,1.066206699189239,0.05884654276297309,0.025942382442258702,0.05024754807681594,0507C6C859,M12_SME_BZN_SAA_PCE_RT
0.10765361842078529,0.12343469346983899,-0.370421709105954,0.007871460016004226,0.006304865176277532,-0.01569557716560245,0507C6C859,M12_MAL_1020_RAT
0.1076579407354802,0.035350926333488804,-0.24143965261789527,0.00787160112201292,0.007515004817693837,-0.013152323932745796,0507C6C859,M12_MAL_30_RAT
0.10765559591708322,-0.19138601914975248,-0.04278604610016832,0.007871207502729842,0.01752668400611927,-0.003880317289130621,0507C6C859,M12_MAL_40_RAT
0.1076350845866856,-0.29655067657545636,-0.3977287660317838,0.007870108555457847,0.02270171307035005,-0.01747875678413647,0507C6C859,M12_MAL_50_RAT
0.10763743711679631,-0.21130626092568647,-0.24682888981570117,0.007870079872860961,0.016523141584210695,-0.010135112547109151,0507C6C859,M12_MAL_60_RAT
0.10771304396796773,0.6284376002431116,0.030075845587083736,0.007875862117883176,-0.014917448303775767,0.00836835801232251,0507C6C859,M12_FME_1020_RAT
0.10775160987326855,0.7531475565548256,0.4736660076582962,0.007878785429503314,-0.024335882741768216,0.018814411145025953,0507C6C859,M12_FME_30_RAT
0.10771524517509797,0.29920413296947235,0.8085062839325721,0.007875111194830859,-0.0016502029281378085,0.03964904598925232,0507C6C859,M12_FME_40_RAT
0.10767123458291895,-0.11201820425517119,0.0751862087032092,0.007873164533846724,0.014734085928053392,0.006836374022721229,0507C6C859,M12_FME_50_RAT
0.10765857566832511,-0.09304788379626128,0.08104977112955086,0.00787176286535943,0.012025905648138673,0.0060303559181610145,0507C6C859,M12_FME_60_RAT
0.09663162181126005,-0.16648021362209295,0.01196517856002575,0.007018269136452604,0.02051836735179275,0.015106138402011826,0507C6C859,MCT_UE_CLN_REU_RAT
0.09667739825289708,0.7035533730651465,0.22876109571067052,0.007009631956962014,-0.04488198692173757,-0.024708436494433918,0507C6C859,MCT_UE_CLN_NEW_RAT
0.21840278278364247,0.18405926234454398,0.21955061595069333,0.016670127214388757,0.014468104772392016,0.0113043554382416,0507C6C859,RC_M1_SHC_RSD_UE_CLN_RAT
